"propertyID","Address","City","State","Room","Bath","AskingPrice","MarketValue","LastSoldDate","LastSoldAmount","YearBuilt","SqFootage","UseCode"
"119690318","123 Chestnut Ave",,,"3","3.0","919262",,"07/09/2014","{""currency"":""USD"",""$t"":""370000""}","2012",,"SingleFamily"
