"propertyID","Address","City","State","ZipCode","Room","Bath","AskingPrice","MarketValue","LastSoldDate","LastSoldAmount","YearBuilt","SqFootage","UseCode"
"119690318","123 Chestnut Ave","South San Francisco","CA","94080","3","3.0","835,400","919262","07/09/2014","370000","2012","1760","SingleFamily"
